PROVIDER_ID,ORGANIZATION_ID,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES,SYNTHEA_CITY
3057331,1000231,Fatima Botsford,F,GENERAL PRACTICE,14900 PRIVATE DR,CLEVELAND,OH,441123470,41.530814,-81.5730987,12932,0,CLEVELAND
3057332,1000232,Myron Gleason,M,GENERAL PRACTICE,2490 LEE BLVD,CLEVELAND HEIGHTS,OH,441181255,41.5161474,-81.5699089,1735,0,CLEVELAND
3057333,1000233,Kevin Armstrong,M,GENERAL PRACTICE,831 SOUTH STREET,BROADVIEW HEIGHTS,OH,441473511,41.3139426,-81.6851271,20548,0,CLEVELAND
3057334,1000234,Edna Stiedemann,F,GENERAL PRACTICE,5285 NORTHFIELD RD,SOUTH EUCLID,OH,441213601,41.5231076,-81.5184553,755,0,CLEVELAND
3057335,1000235,Tommy Hickle,M,GENERAL PRACTICE,8902 DETROIT AVE,CLEVELAND,OH,441021840,41.48049137373737,-81.74529106060606,2390,0,CLEVELAND
3057336,1000236,Yolande Volkman,F,GENERAL PRACTICE,1500 E 191ST ST,EUCLID,OH,441171398,41.56131,-81.549967,201016,0,CLEVELAND
3057337,1000237,Sharan Pacocha,F,GENERAL PRACTICE,1991 LEE RD,CLEVELAND HGTS.,OH,441182571,41.505334149999996,-81.56523980154736,625,0,CLEVELAND
3057338,1000238,Kasandra Bosco,F,GENERAL PRACTICE,4401 ROCKSIDE RD  SUITE 214,INDEPENDENCE,OH,441312147,41.39947185,-81.65997715,14867,0,CLEVELAND
3057339,1000239,Gianna Kovacek,F,GENERAL PRACTICE,6601 WOODLAND AVENUE,CLEVELAND,OH,441042762,41.488167,-81.644185,801011,0,CLEVELAND
3057340,1000240,Jovan Hansen,F,GENERAL PRACTICE,5410 TRANSPORTATION BLVD,GARFIELD HEIGHTS,OH,441255300,41.4073101,-81.6133008,262937,0,CLEVELAND
3057341,1000241,Chanel O'Keefe,F,GENERAL PRACTICE,10603 DETROIT AVE,CLEVELAND,OH,441021647,41.48143000917431,-81.76053241284403,3921,0,CLEVELAND
3057342,1000242,Digna Stamm,F,GENERAL PRACTICE,3550 NORTHFIELD RD,SHAKER HEIGHTS,OH,44122,41.463176035035175,-81.53464067592087,5733,0,CLEVELAND
3057343,1000243,Ferdinand Skiles,M,GENERAL PRACTICE,17322 EUCLID AVE,CLEVELAND,OH,441121210,41.55064175510204,-81.55915040816326,75918,0,CLEVELAND
3057344,1000244,Eleonora Olson,F,GENERAL PRACTICE,19895 DETROIT RD,ROCKY RIVER,OH,441161815,41.4791104,-81.8417697,291641,0,CLEVELAND
3057345,1000245,Jeanetta Wiza,F,GENERAL PRACTICE,25185 LORAIN RD,NORTH OLMSTED,OH,440702056,41.42406123469388,-81.90062310204083,1088,0,CLEVELAND
3057346,1000246,Florencio Hane,M,GENERAL PRACTICE,2020 CARNEGIE AVENUE,CLEVELAND,OH,44115,41.50242931818182,-81.61688031818181,113062,0,CLEVELAND
3057347,1000247,August Koch,M,GENERAL PRACTICE,4199 MILLPOND DR,SOLON,OH,441392622,41.3897764,-81.4412259,275,0,CLEVELAND
3057348,1000248,Benedict Kuphal,M,GENERAL PRACTICE,6707 STATE RD,PARMA,OH,441344595,41.38211585714286,-81.71193816071428,3319,0,CLEVELAND
3057349,1000249,Latonia Schuppe,F,GENERAL PRACTICE,1201 AKINS RD,BROADVIEW HEIGHTS,OH,441472311,41.30635596077358,-81.68688981947156,398,0,CLEVELAND
3057350,1000250,Arthur Doyle,M,GENERAL PRACTICE,1530 SAINT CLAIR AVE NE,CLEVELAND,OH,441153229,41.5069119,-81.6838545,405539,0,CLEVELAND
3057351,1000251,Kelvin Stoltenberg,M,GENERAL PRACTICE,1465 EAST 55 STREET,CLEVELAND,OH,441031307,41.4996562,-81.6936813,217192,0,CLEVELAND
3057352,1000252,Lydia Koelpin,F,GENERAL PRACTICE,3535 LEE ROAD,SHAKER HEIGHTS,OH,441205122,41.463625692307694,-81.56483503846154,153044,0,CLEVELAND
3057353,1000253,Isaura Doyle,F,GENERAL PRACTICE,775 SOUTH ST,STRONGSVILLE,OH,441366150,41.3144733,-81.83511,56422,0,CLEVELAND
3057354,1000254,Miquel Jast,M,GENERAL PRACTICE,6000 LOMBARDO CTR STE 140,SEVEN HILLS,OH,441316906,41.40220519493981,-81.6633969137305,477,0,CLEVELAND
3057355,1000255,Gearldine Hudson,F,GENERAL PRACTICE,1795 W 25TH STREET   #251,CLEVELAND,OH,441133112,41.486651,-81.7046091,275830,0,CLEVELAND
3057356,1000256,Classie Witting,F,GENERAL PRACTICE,25000 COUNTRY CLUB BLVD STE 200,NORTH OLMSTED,OH,44070,41.415669216216216,-81.90075616216217,228,0,CLEVELAND
3057357,1000257,Hector Kling,M,GENERAL PRACTICE,5225 NORTHFIELD RD,BEDFORD HEIGHTS,OH,441461153,41.41841,-81.527257,564,0,CLEVELAND
3057358,1000258,Milton Schaefer,M,GENERAL PRACTICE,4320 MAYFIELD RD STE 206,SOUTH EUCLID,OH,441213601,41.520491,-81.52428843478262,677,0,CLEVELAND
3057359,1000259,Mikaela Upton,F,GENERAL PRACTICE,99 W HAWTHORNE AVE,CLEVELAND,OH,441351139,41.497344,-81.647851,8672,0,CLEVELAND
3057360,1000260,Alton Hartmann,M,GENERAL PRACTICE,11890 FAIRHILL RD,CLEVELAND,OH,441201053,41.49293074051273,-81.59936673597714,1984,0,CLEVELAND
3057361,1000261,Adrien Cassin,F,GENERAL PRACTICE,4713 W 130TH ST,CLEVELAND,OH,441353705,41.4255504,-81.78008200000001,3224,0,CLEVELAND
3057362,1000262,Leana Harris,F,GENERAL PRACTICE,23811 CHAGRIN BLVD,BEACHWOOD,OH,441229998,41.464559,-81.51118141083224,692,0,CLEVELAND
3057363,1000263,Christena Hammes,F,GENERAL PRACTICE,11811 SHAKER BLVD STE 422,CLEVELAND,OH,441043871,41.48430992771085,-81.60093813253012,2622,0,CLEVELAND
3057364,1000264,Emmanuel Powlowski,M,GENERAL PRACTICE,6715 TIPPECANOE RD STE 101,INDEPENDENCE,OH,44131,41.3816571,-81.6406872,176,0,CLEVELAND
3057365,1000265,Chia Jerde,F,GENERAL PRACTICE,7007 POWERS BLVD,PARMA,OH,441295437,41.3815042,-81.73071857450245,534682,0,CLEVELAND
3057366,1000266,Cornelius Bartoletti,M,GENERAL PRACTICE,4800 CLAGUE RD,NORTH OLMSTED,OH,440706207,41.419710006711405,-81.87753203355705,796,0,CLEVELAND
3057367,1000267,Ethelyn Berge,F,GENERAL PRACTICE,15201 EUCLID AVE,EAST CLEVELAND,OH,441122803,41.5368875,-81.5757759,212126,0,CLEVELAND
3057368,1000268,Randell Effertz,M,GENERAL PRACTICE,925 KEYNOTE CIR STE 300,BROOKLYN HEIGHTS,OH,441311869,41.412026734693875,-81.66492595918368,4828,0,CLEVELAND
3057369,1000269,Denisse Schulist,F,GENERAL PRACTICE,18901 LAKE SHORE BLVD,EUCLID,OH,441191078,41.5931049,-81.5267873,2950915,0,CLEVELAND
3057370,1000270,Nickole Wehner,F,GENERAL PRACTICE,6501 WILSON MILLS RD STE B,MAYFIELD VILLAGE,OH,441433442,41.5133582,-81.58238041676734,114459,0,CLEVELAND
3057371,1000271,Selene Wyman,F,GENERAL PRACTICE,6005 LANDERHAVEN DR STE D,MAYFIELD HTS,OH,44124,41.5192189,-81.457896,78,0,CLEVELAND
3057372,1000272,Haywood Hilll,M,GENERAL PRACTICE,12608 STATE RD STE 1B,NORTH ROYALTON,OH,44133,41.32201763636363,-81.72467454545455,393,0,CLEVELAND
3057373,1000273,Sandy DuBuque,F,GENERAL PRACTICE,13330 DETROIT AVE,LAKEWOOD,OH,441072850,41.48491963265306,-81.78207924489796,181872,0,CLEVELAND
3057374,1000274,Mike Dach,M,GENERAL PRACTICE,5553 BROADVIEW RD,PARMA,OH,441341604,41.4109755,-81.69272793750001,65608,0,CLEVELAND
3057375,1000275,Ellis Connelly,M,GENERAL PRACTICE,907 W AURORA RD,SAGAMORE HLS,OH,440671605,41.31578695,-81.57156161325835,144,0,CLEVELAND
3057376,1000276,Catherina Batz,F,GENERAL PRACTICE,14037 PURITAS AVE,CLEVELAND,OH,441352815,41.433447074468084,-81.79099914893617,560718,0,CLEVELAND
3057377,1000277,Buck Batz,M,GENERAL PRACTICE,14836 PURITAS AVENUE,CLEVELAND,OH,441352820,41.4337386122449,-81.79955938775511,6014,0,CLEVELAND
3057378,1000278,Ariana Cummerata,F,GENERAL PRACTICE,15065 KINSMAN RD STE 8,KINSMAN,OH,444289714,41.473847,-81.626767,427523,0,CLEVELAND
3057379,1000279,Sal Graham,M,GENERAL PRACTICE,25825 SCIENCE PARK DR STE 255,BEACHWOOD,OH,441227315,41.47064547826087,-81.49447895652173,705,0,CLEVELAND
3057380,1000280,Barrie Boehm,F,GENERAL PRACTICE,19859 ALEXANDER RD,WALTON HILLS,OH,441465345,41.358148,-81.52931709090909,15161,0,CLEVELAND
3057381,1000281,Reinaldo Zieme,M,GENERAL PRACTICE,11100 EUCLID AVE,WESTLAKE,OH,441458201,41.4553232,-81.9179174,197179,0,CLEVELAND
3057382,1000282,Denis Corkery,M,GENERAL PRACTICE,23900 COMMERCE PARK,BEACHWOOD,OH,441225822,41.46195018489821,-81.50760922470234,207,0,CLEVELAND
3057383,1000283,Mel Wyman,M,GENERAL PRACTICE,13001 CEDAR RD,CLEVELAND HEIGHTS,OH,441182751,41.50167895,-81.57252234956206,587,0,CLEVELAND
3057384,1000284,Eusebio Cummerata,M,GENERAL PRACTICE,7801 DETROIT AVENUE,CLEVELAND,OH,441022813,41.4815446,-81.7392341,3002,0,CLEVELAND
3057385,1000285,Leanora Hirthe,F,GENERAL PRACTICE,4320 MAYFIELD RD STE 201,SOUTH EUCLID,OH,441213601,41.520491,-81.52428843478262,730,0,CLEVELAND
3057386,1000286,Chas Bins,M,GENERAL PRACTICE,6801 BRECKSVILLE ROAD  SUITE 10,INDEPENDENCE,OH,441315057,41.378493,-81.63783873308682,31766,0,CLEVELAND
3057387,1000287,Harriette Barrows,F,GENERAL PRACTICE,6209 STORER AVENUE,CLEVELAND,OH,441025443,41.46226081818182,-81.72850972727272,580418,0,CLEVELAND
3057388,1000288,Kurt Bins,M,GENERAL PRACTICE,3 MERIT DR,RICHMOND HEIGHTS,OH,441431457,41.572031931136216,-81.49404799737867,1290,0,CLEVELAND
3057389,1000289,Louie Kunze,M,GENERAL PRACTICE,20525 DETROIT RD,ROCKY RIVER,OH,441162444,41.47525912422396,-81.85026067894638,189168,0,CLEVELAND
3057390,1000290,Lucas Zieme,M,GENERAL PRACTICE,12800 SHAKER BLVD STE 210D,CLEVELAND,OH,441202000,41.483524849999995,-81.59284211154599,790,0,CLEVELAND
3057391,1000291,Elinor Tremblay,F,GENERAL PRACTICE,5510 PEARL RD STE 305,PARMA,OH,441292550,41.41147340909091,-81.73653402272727,2843,0,CLEVELAND
3057392,1000292,Marquis Schultz,M,GENERAL PRACTICE,6412 FRANKLIN BLVD,CLEVELAND,OH,441023153,41.4821286442953,-81.72973937583893,193590,0,CLEVELAND
3057393,1000293,José Eduardo Archuleta,M,GENERAL PRACTICE,562 RICHMOND RD,RICHMOND HEIGHTS,OH,441432955,41.54509549700375,-81.4972920661057,2451,0,CLEVELAND
3057394,1000294,Luigi Kuphal,M,GENERAL PRACTICE,911 S MAIN ST,SHAKER HEIGHTS,OH,441205108,41.4739419,-81.5370671,1818,0,CLEVELAND
3057395,1000295,Jasper Stokes,M,GENERAL PRACTICE,2186 AMBLESIDE DR,CLEVELAND,OH,441064620,41.49798805815895,-81.60454608283166,3491,0,CLEVELAND
3057396,1000296,Eddie Hamill,M,GENERAL PRACTICE,8300 HOUGH AVE,CLEVELAND,OH,441034247,41.5092545959596,-81.62999486868686,517662,0,CLEVELAND
3057397,1000297,Chris Trantow,M,GENERAL PRACTICE,1730 W 25TH ST,CLEVELAND,OH,441133108,41.48698695,-81.70692009105812,2858389,0,CLEVELAND
3057398,1000298,Josue Rodriguez,M,GENERAL PRACTICE,26376 JOHN RD,OLMSTED FALLS,OH,44138,41.375049,-81.9081937,1835,0,CLEVELAND
3057399,1000299,Williemae Mueller,F,GENERAL PRACTICE,10701 East Boulevard,Cleveland,OH,44106,41.6857,-81.6728,486188,0,CLEVELAND
3057400,1000300,Adam Bogisich,M,GENERAL PRACTICE,20770 LORAIN ROAD,FAIRVIEW PARK,OH,441262019,41.447333428571426,-81.85026157142858,1892,0,CLEVELAND
3057401,1000301,Perry Schmitt,M,GENERAL PRACTICE,27100 CEDAR ROAD,BEACHWOOD,OH,441221109,41.5012234,-81.4845724,44251,0,CLEVELAND
3057402,1000302,Keisha Wolff,F,GENERAL PRACTICE,10 E WASHINGTON ST,WILLOWICK,OH,440954611,41.633103,-81.468727,144445,0,CLEVELAND
3057403,1000303,Joi Bernhard,F,GENERAL PRACTICE,1831 FOREST HILLS BLVD,EAST CLEVELAND,OH,441124348,41.52382959735616,-81.58617726832775,90646,0,CLEVELAND
3057404,1000304,Luke Schneider,M,GENERAL PRACTICE,23533 MERCANTILE RD,MIDDLEBURG HEIGHTS,OH,441304944,41.3614401,-81.812912,2306,0,CLEVELAND
3057405,1000305,Timoteo Verduzco,M,GENERAL PRACTICE,9027 COLUMBIA ROAD,OLMSTED FALLS,OH,441382424,41.36188939034985,-81.90334324902794,4298,0,CLEVELAND
3057406,1000306,Ashly Corwin,F,GENERAL PRACTICE,23900 CHAGRIN BLVD,BEACHWOOD,OH,441225511,41.464395,-81.51080812390488,1081,0,CLEVELAND
3057407,1000307,Estelle Ebert,F,GENERAL PRACTICE,5500 RIDGE ROAD,PARMA,OH,441292367,41.411984,-81.734597,541588,0,CLEVELAND
3057408,1000308,Cordell Ferry,M,GENERAL PRACTICE,6801 BRECKSVILLE RD,INDEPENDENCE,OH,441315057,41.378493,-81.63783873308682,1346,0,CLEVELAND
3057409,1000309,Ollie Jakubowski,M,GENERAL PRACTICE,570 NORTH ROCKY RIVER DRIVE,BEREA,OH,440171613,41.380504099999996,-81.85762620826429,29584,0,CLEVELAND
3057410,1000310,Colton Price,M,GENERAL PRACTICE,9014 CEDAR AVE,CLEVELAND,OH,441062932,41.49954240268456,-81.62272340939597,4143,0,CLEVELAND
3057411,1000311,Edmundo Witting,M,GENERAL PRACTICE,25000 EUCLID AVE,EUCLID,OH,441172645,41.58262590178197,-81.50889977269091,335449,0,CLEVELAND
3057412,1000312,Mason Krajcik,M,GENERAL PRACTICE,2999 PAYNE AVE STE 140,CLEVELAND,OH,441144436,41.508001,-81.668752,411277,0,CLEVELAND
3057413,1000313,Rudy Hansen,M,GENERAL PRACTICE,1730 W 25TH ST,CLEVELAND,OH,441133108,41.48698695,-81.70692009105812,137652,0,CLEVELAND
3057414,1000314,Lila Gulgowski,F,GENERAL PRACTICE,18220 EUCLID AVE,CLEVELAND,OH,441121013,41.55599354545454,-81.55137814141413,1963,0,CLEVELAND
3057415,1000315,Johnnie Jaskolski,M,GENERAL PRACTICE,8757 BRECKSVILLE ROAD,BRECKSVILLE,OH,441411919,41.32359705114813,-81.62671355484639,1654,0,CLEVELAND
3057416,1000316,Grover King,M,GENERAL PRACTICE,814 E 185TH ST STE 300,CLEVELAND,OH,441192174,41.585115,-81.549961,755290,0,CLEVELAND
3057417,1000317,Peter Wintheiser,M,GENERAL PRACTICE,4200 INTERCHANGE CORPORATE CENTER ROAD,WARRENSVILLE HEIGHTS,OH,441285631,41.4323878,-81.5105218,308489,0,CLEVELAND
3057418,1000318,Karlene Wisoky,F,GENERAL PRACTICE,7055 ENGLE RD BLDG 2,MIDDLEBURG HEIGHTS,OH,441308500,41.3614401,-81.812912,1992,0,CLEVELAND
3057419,1000319,Arnulfo Runolfsdottir,M,GENERAL PRACTICE,11100 SAINT CLAIR AVE,CLEVELAND,OH,441081943,41.54060518181818,-81.60764781818182,268308,0,CLEVELAND
3057420,1000320,Leatha Boyle,F,GENERAL PRACTICE,2801 MARTIN LUTHER KING JR DR,WESTLAKE,OH,441451567,41.4553232,-81.9179174,197461,0,CLEVELAND
3057421,1000321,Boyce Corwin,M,GENERAL PRACTICE,9775 ROCKSIDE ROAD  SUITE 270,VALLEY VIEW,OH,441256275,41.392778,-81.614586,45210,0,CLEVELAND
3057422,1000322,Benton Rogahn,M,GENERAL PRACTICE,5625 EMERALD RIDGE PKWY,SOLON,OH,441391860,41.40389592090584,-81.48212029555259,778,0,CLEVELAND
3057423,1000323,Jackie Goldner,M,GENERAL PRACTICE,27691 EUCLID AVE # B6,EUCLID,OH,441323550,41.5931049,-81.5267873,3124,0,CLEVELAND
3057424,1000324,Kenny Corkery,M,GENERAL PRACTICE,49 SHELDON RD,BEREA,OH,440171136,41.3892366,-81.8542399,84481,0,CLEVELAND
3057425,1000325,Renae White,F,GENERAL PRACTICE,885 W BAGLEY RD,BEREA,OH,440172903,41.372483814285715,-81.88057511904762,492,0,CLEVELAND
3057426,1000326,Alicia Bode,F,GENERAL PRACTICE,11100 EUCLID AVE,CLEVELAND,OH,441061716,41.5057921,-81.60623680097736,6491329,0,CLEVELAND
3057427,1000327,Todd Boyer,M,GENERAL PRACTICE,1400 W PLEASANT VALLEY RD,CLEVELAND,OH,441346720,41.4996562,-81.6936813,667902,0,CLEVELAND
3057428,1000328,Myrl Upton,F,GENERAL PRACTICE,15322 ST CLAIR AVENUE,CLEVELAND,OH,441103043,41.554759,-81.57311832464983,728461,0,CLEVELAND
3057429,1000329,Jerrell Wiegand,M,GENERAL PRACTICE,13301 MILES AVENUE,CLEVELAND,OH,441055521,41.44548708040201,-81.58990131658291,605453,0,CLEVELAND
3057430,1000330,Karyl Bailey,F,GENERAL PRACTICE,966 E 146TH ST,CLEVELAND,OH,441103729,41.55298196369115,-81.58057711814654,13199,0,CLEVELAND
3057431,1000331,Odis Bins,M,GENERAL PRACTICE,27100 CHARDON RD,WARRENSVILLE HEIGHTS,OH,441285777,41.4323878,-81.5105218,327480,0,CLEVELAND
3057432,1000332,Clara Villarreal,F,GENERAL PRACTICE,12800 SHAKER BLVD,CLEVELAND,OH,44120,41.483524849999995,-81.59284211154599,519,0,CLEVELAND
3057433,1000333,Marilu Saavedra,F,GENERAL PRACTICE,2500 METROHEALTH DR,WESTLAKE,OH,441455922,41.4553232,-81.9179174,209533,0,CLEVELAND
3057434,1000334,Rocco Carroll,M,GENERAL PRACTICE,11100 EUCLID AVE,CLEVELAND,OH,441061716,41.5057921,-81.60623680097736,2362,0,CLEVELAND
3057435,1000335,Lu Koch,F,GENERAL PRACTICE,13900 BENNETT RD,NORTH ROYALTON,OH,441333808,41.314696252065055,-81.73665443013049,396,0,CLEVELAND
3057436,1000336,Jesse Runolfsson,M,GENERAL PRACTICE,13900 DETROIT AVE,LAKEWOOD,OH,441074624,41.485493,-81.788479,4388,0,CLEVELAND
3057437,1000337,Marlys Gusikowski,F,GENERAL PRACTICE,18627 SHURMER RD,STRONGSVILLE,OH,441366150,41.30381551851852,-81.83262172222223,47,0,CLEVELAND
3057438,1000338,Blake Greenfelder,F,GENERAL PRACTICE,3570 WARRENSVILLE CENTER ROAD  SUITE 104,BEACHWOOD,OH,441225540,41.464498,-81.508732,81473,0,CLEVELAND
3057439,1000339,Jared Beatty,M,GENERAL PRACTICE,2001 E ROYALTON RD,BROADVIEW HEIGHTS,OH,441472811,41.3169262,-81.6475578,8040,0,CLEVELAND
3057440,1000340,Seema Von,F,GENERAL PRACTICE,ONE DAVID N MYERS PARKWAY,BEACHWOOD,OH,441221162,41.464498,-81.508732,1693,0,CLEVELAND
3057441,1000341,Domingo Denesik,M,GENERAL PRACTICE,11811 SHAKER BLVD STE 123,CLEVELAND,OH,441201927,41.48430992771085,-81.60093813253012,437428,0,CLEVELAND
3057442,1000342,Sherlene Smith,F,GENERAL PRACTICE,1835 BELMORE RD,EAST CLEVELAND,OH,441124301,41.526648797979796,-81.58410415151515,5442,0,CLEVELAND
3057443,1000343,Alvin Stehr,M,GENERAL PRACTICE,23650 COMMERCE PARK STE A,BEACHWOOD,OH,441225817,41.46194594528708,-81.5109288402179,1216447,0,CLEVELAND
3057444,1000344,Michel Moen,F,GENERAL PRACTICE,14055 CEDAR RD STE 306,CLEVELAND,OH,44115,41.5012018,-81.5738555,1554,0,CLEVELAND
3057445,1000345,Arlena Crooks,F,GENERAL PRACTICE,290 N COMMONS BLVD,CLEVELAND,OH,441431591,41.4996562,-81.6936813,7493,0,CLEVELAND
3057446,1000346,Elin Schimmel,F,GENERAL PRACTICE,24200 CHAGRIN BLVD,BEACHWOOD,OH,441225550,41.464395,-81.5085952953692,21712,0,CLEVELAND
3057447,1000347,Tracy Treutel,M,GENERAL PRACTICE,6707 STATE ROAD,PARMA,OH,441344517,41.38211585714286,-81.71193816071428,71081,0,CLEVELAND
3057448,1000348,Frederick Kunde,M,GENERAL PRACTICE,300 E 185TH ST,WILLOUGHBY HILLS,OH,440949161,41.598382,-81.418447,664,0,CLEVELAND
3057449,1000349,Lucien Daugherty,M,GENERAL PRACTICE,12300 MCCRACKEN ROAD,GARFIELD HEIGHTS,OH,441255371,41.42116765,-81.59820934596104,1497209,0,CLEVELAND
3057450,1000350,Jettie McLaughlin,F,GENERAL PRACTICE,5 SEVERANCE CIR STE 702,CLEVELAND HEIGHTS,OH,441181590,41.515918,-81.54812409994933,2273,0,CLEVELAND
3057451,1000351,Chastity Adams,F,GENERAL PRACTICE,5209 DETROIT AVE,CLEVELAND,OH,441022224,41.4857677,-81.7230201,128367,0,CLEVELAND
3057452,1000352,Ashlyn Greenfelder,F,GENERAL PRACTICE,25757 LORAIN RD,NORTH OLMSTED,OH,440703370,41.4211045,-81.9066545,57654,0,CLEVELAND
3057453,1000353,Modesto Gerhold,M,GENERAL PRACTICE,25501 CHAGRIN BLVD,BEACHWOOD,OH,441225603,41.464508,-81.497679,790279,0,CLEVELAND
